MainBranch,Employment,Country,US_State,Age1stCode,YearsCode,YearsCodePro,OrgSize,CompFreq,OpSys,SOVisitFreq,SOAccount,SOPartFreq,Age,Gender,Trans,ConvertedCompYearly
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,4,3,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,A few times per week,25-34 years old,Woman,No,125000
I am a developer by profession,Employed full-time,United States of America,Ohio,11 - 17 years,10,4,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,113300
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,2,1,100 to 499 employees,Weekly,MacOS,A few times per week,Yes,Less than once per month or monthly,Under 18 years old,Man,No,100000
I am a developer by profession,Employed full-time,United States of America,California,25 - 34 years,2,5,500 to 999 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,60000
I am a developer by profession,Employed full-time,United States of America,Georgia,25 - 34 years,5,3,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,108000
I am a developer by profession,Employed full-time,United States of America,South Dakota,11 - 17 years,25,20,2 to 9 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Woman,No,100000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Georgia,11 - 17 years,8,3,100 to 499 employees,Yearly,Windows,A few times per week,No,NA,25-34 years old,Woman,No,86500
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Texas,11 - 17 years,10,2,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,200000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,14,7,20 to 99 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Wisconsin,25 - 34 years,7,5,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Not sure/can't remember,NA,35-44 years old,Man,No,90000
I am a developer by profession,Employed full-time,United States of America,New York,5 - 10 years,20,5,100 to 499 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,153000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Washington,11 - 17 years,3,2,20 to 99 employees,Monthly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,1582800
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Ohio,5 - 10 years,25,20,100 to 499 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Idaho,5 - 10 years,22,8,20 to 99 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,160000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,14,10,100 to 499 employees,Yearly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,200000
I am a developer by profession,Employed full-time,United States of America,Nevada,18 - 24 years,8,5,"10,000 or more employees",Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,140000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Indiana,11 - 17 years,15,5,"10,000 or more employees",Weekly,Windows,A few times per week,Not sure/can't remember,NA,25-34 years old,Man,No,59400
I am a developer by profession,Employed full-time,United States of America,Minnesota,11 - 17 years,25,23,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Not sure/can't remember,NA,55-64 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Virginia,18 - 24 years,9,5,"5,000 to 9,999 employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,137000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,18 - 24 years,7,6,20 to 99 employees,Weekly,MacOS,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,5500000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,10,7,10 to 19 employees,Monthly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,57600
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,8,1,"5,000 to 9,999 employees",Yearly,MacOS,Daily or almost daily,No,NA,25-34 years old,Man,No,80000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,12,8,100 to 499 employees,Yearly,MacOS,A few times per week,No,NA,25-34 years old,Man,No,160000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,21,12,"5,000 to 9,999 employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,Illinois,25 - 34 years,5,3,"10,000 or more employees",Weekly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,7500000
I am a developer by profession,Employed full-time,United States of America,Missouri,11 - 17 years,9,3,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,69000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,35 - 44 years,15,7,20 to 99 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,45-54 years old,Man,No,115
I am a developer by profession,Employed full-time,United States of America,Washington,5 - 10 years,10,7,100 to 499 employees,Yearly,MacOS,A few times per week,Not sure/can't remember,NA,25-34 years old,Man,No,200000
I am a developer by profession,Employed full-time,United States of America,California,Younger than 5 years,21,4,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,135632
I am a developer by profession,Employed full-time,United States of America,Washington,5 - 10 years,25,20,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,No,NA,35-44 years old,Man,No,900000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,22,13,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,A few times per week,25-34 years old,Man,No,114000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Illinois,11 - 17 years,10,7,"10,000 or more employees",Yearly,Windows,Daily or almost daily,No,NA,35-44 years old,Man,Prefer not to say,120000
I am a developer by profession,Employed full-time,United States of America,Kentucky,11 - 17 years,17,5,"Just me - I am a freelancer, sole proprietor, etc.",Weekly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,22,20,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,Prefer not to say,620000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Wisconsin,18 - 24 years,8,3,100 to 499 employees,Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,57500
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,14,10,20 to 99 employees,Monthly,Windows Subsystem for Linux (WSL),A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,2232000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,9,1,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,No,NA,18-24 years old,Man,No,130000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,California,25 - 34 years,10,10,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,45-54 years old,Man,No,110000
I am a developer by profession,Employed full-time,United States of America,California,18 - 24 years,8,4,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Not sure/can't remember,NA,25-34 years old,Man,"Or, in your own words:",111000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,14,6,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,135000
I am a developer by profession,Employed full-time,United States of America,Virginia,11 - 17 years,8,1,500 to 999 employees,Yearly,MacOS,A few times per month or weekly,No,NA,18-24 years old,Man,No,99000
I am a developer by profession,Employed full-time,United States of America,Maine,11 - 17 years,12,5,10 to 19 employees,Yearly,Linux-based,A few times per week,Not sure/can't remember,NA,25-34 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,New Jersey,5 - 10 years,40,30,20 to 99 employees,Yearly,Windows,A few times per month or weekly,Yes,A few times per month or weekly,45-54 years old,Man,No,220000
I am a developer by profession,Employed full-time,United States of America,Virginia,11 - 17 years,38,38,"10,000 or more employees",Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,55-64 years old,Man,No,319000
I am a developer by profession,Employed full-time,United States of America,New Hampshire,5 - 10 years,20,8,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,300000
I am a developer by profession,Employed full-time,United States of America,Louisiana,5 - 10 years,30,15,"Just me - I am a freelancer, sole proprietor, etc.",Yearly,MacOS,Less than once per month or monthly,Yes,Less than once per month or monthly,35-44 years old,Man,No,80000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Oregon,11 - 17 years,More than 50 years,44,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,Multiple times per day,65 years or older,Man,No,140000
I am a developer by profession,Employed full-time,United States of America,Alabama,18 - 24 years,44,NA,"5,000 to 9,999 employees",Yearly,MacOS,A few times per month or weekly,No,NA,55-64 years old,Man,No,200750
I am a developer by profession,Employed full-time,United States of America,Maryland,35 - 44 years,19,13,"1,000 to 4,999 employees",Yearly,MacOS,Multiple times per day,Yes,A few times per month or weekly,35-44 years old,Man,No,138000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,19,12,20 to 99 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,112500
I am a developer by profession,Employed full-time,United States of America,Washington,5 - 10 years,35,20,500 to 999 employees,Yearly,MacOS,Daily or almost daily,No,NA,35-44 years old,Man,No,215000
I am a developer by profession,Employed full-time,United States of America,Maryland,11 - 17 years,4,20,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,No,NA,35-44 years old,Man,No,140000
I am a developer by profession,Employed full-time,United States of America,New Mexico,18 - 24 years,17,6,"10,000 or more employees",Yearly,Linux-based,A few times per month or weekly,No,NA,25-34 years old,Man,No,102000
I am a developer by profession,Employed full-time,United States of America,Vermont,5 - 10 years,30,26,100 to 499 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,145000
I am a developer by profession,Employed full-time,United States of America,California,25 - 34 years,2,1,"10,000 or more employees",Monthly,MacOS,A few times per month or weekly,No,NA,25-34 years old,Man,No,2040000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,5 - 10 years,30,15,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,18 - 24 years,43,36,10 to 19 employees,Yearly,Linux-based,A few times per week,No,NA,55-64 years old,Man,No,200000
I am a developer by profession,Employed full-time,United States of America,New Jersey,5 - 10 years,14,8,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Not sure/can't remember,NA,25-34 years old,Man,No,100000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,20,15,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,195000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,5 - 10 years,25,11,100 to 499 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,100000
I am a developer by profession,Employed full-time,United States of America,North Carolina,5 - 10 years,30,25,"1,000 to 4,999 employees",Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,270000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,5 - 10 years,44,36,20 to 99 employees,Yearly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,55-64 years old,Man,No,163000
I am a developer by profession,Employed full-time,United States of America,Nevada,11 - 17 years,17,2,"1,000 to 4,999 employees",Yearly,Linux-based,NA,NA,NA,25-34 years old,Man,No,126500
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,NA,11 - 17 years,4,2,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,88000
I am a developer by profession,Employed full-time,United States of America,Alabama,11 - 17 years,7,2,"1,000 to 4,999 employees",Yearly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,82000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,California,11 - 17 years,3,2,20 to 99 employees,Yearly,Windows,Less than once per month or monthly,No,NA,25-34 years old,Woman,No,51000
I am a developer by profession,Employed full-time,United States of America,Arkansas,11 - 17 years,8,2,100 to 499 employees,Weekly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,30000
I am a developer by profession,Employed full-time,United States of America,Texas,18 - 24 years,6,3,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,97400
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,7,Less than 1 year,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,No,NA,18-24 years old,Man,No,160000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,20,11,10 to 19 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,98000
I am a developer by profession,Employed full-time,United States of America,Tennessee,11 - 17 years,9,Less than 1 year,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,A few times per week,18-24 years old,Man,No,120000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Nevada,11 - 17 years,6,2,20 to 99 employees,Yearly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,65000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Pennsylvania,55 - 64 years,40,40,"10,000 or more employees",Monthly,Linux-based,A few times per week,Yes,A few times per month or weekly,55-64 years old,Man,No,111600
I am a developer by profession,Employed full-time,United States of America,Michigan,11 - 17 years,25,17,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,164000
I am a developer by profession,Employed full-time,United States of America,Nevada,11 - 17 years,10,2,20 to 99 employees,Yearly,Linux-based,Multiple times per day,No,NA,18-24 years old,Man,No,39520
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,10,3,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,A few times per week,25-34 years old,Man,No,85000
I am a developer by profession,Employed full-time,United States of America,New York,5 - 10 years,33,17,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,287000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,18 - 24 years,11,8,"10,000 or more employees",Yearly,Linux-based,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,Tennessee,18 - 24 years,6,3,20 to 99 employees,Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,110000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,10,3,2 to 9 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,18-24 years old,Man,No,70000
I am a developer by profession,Employed full-time,United States of America,Maryland,Younger than 5 years,37,12,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,200000
I am a developer by profession,Employed full-time,United States of America,Indiana,11 - 17 years,14,6,2 to 9 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,90000
I am a developer by profession,Employed full-time,United States of America,Arizona,11 - 17 years,27,23,100 to 499 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,45-54 years old,Man,No,133000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,6,2,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,250000
I am a developer by profession,Employed full-time,United States of America,North Carolina,11 - 17 years,11,6,"1,000 to 4,999 employees",Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,120000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Colorado,18 - 24 years,35,15,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,55-64 years old,Man,No,115000
I am a developer by profession,Employed full-time,United States of America,Iowa,11 - 17 years,29,20,100 to 499 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,140000
I am a developer by profession,Employed full-time,United States of America,Idaho,5 - 10 years,35,20,100 to 499 employees,Weekly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,6500000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,33,28,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,172000
I am a developer by profession,Employed full-time,United States of America,Nebraska,Younger than 5 years,27,8,"1,000 to 4,999 employees",Yearly,Linux-based,A few times per week,No,NA,25-34 years old,Man,No,100000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,2,Less than 1 year,"5,000 to 9,999 employees",Yearly,MacOS,A few times per week,Not sure/can't remember,NA,18-24 years old,Man,No,150000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Georgia,11 - 17 years,11,11,"Just me - I am a freelancer, sole proprietor, etc.",Monthly,Windows,Less than once per month or monthly,Yes,Less than once per month or monthly,45-54 years old,Man,No,3996
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,11 - 17 years,40,35,2 to 9 employees,Yearly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,55-64 years old,Man,No,145000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,18,17,10 to 19 employees,Monthly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,2064000
I am a developer by profession,Employed full-time,United States of America,Texas,18 - 24 years,3,1,"10,000 or more employees",Yearly,Windows,A few times per week,No,NA,18-24 years old,Man,No,63000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,12,9,20 to 99 employees,Yearly,MacOS,A few times per week,Not sure/can't remember,NA,25-34 years old,Man,No,143000
I am a developer by profession,Employed full-time,United States of America,Illinois,25 - 34 years,5,5,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,170000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,27,27,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Man,No,140000
I am a developer by profession,Employed full-time,United States of America,Florida,18 - 24 years,3,3,20 to 99 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,11 - 17 years,8,Less than 1 year,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,60000
I am a developer by profession,Employed full-time,United States of America,Texas,5 - 10 years,22,10,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,250000
I am a developer by profession,Employed full-time,United States of America,Washington,Younger than 5 years,16,8,500 to 999 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Woman,No,160000
I am a developer by profession,Employed full-time,United States of America,Maryland,11 - 17 years,15,6,I don’t know,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,100000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Michigan,11 - 17 years,42,24,"5,000 to 9,999 employees",Weekly,Windows,NA,NA,NA,55-64 years old,Man,No,140000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,10,2,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,160000
I am a developer by profession,Employed full-time,United States of America,California,18 - 24 years,8,6,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,Ohio,11 - 17 years,8,4,20 to 99 employees,Yearly,Windows,Daily or almost daily,No,NA,18-24 years old,Man,No,60000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,District of Columbia,18 - 24 years,8,6,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,260
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,21,17,I don’t know,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,California,55 - 64 years,40,38,20 to 99 employees,Yearly,Linux-based,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,65 years or older,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Utah,5 - 10 years,15,10,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,110000
I am a developer by profession,Employed full-time,United States of America,Indiana,18 - 24 years,15,15,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,113000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,8,4,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,220000
I am a developer by profession,Employed full-time,United States of America,Kentucky,5 - 10 years,9,6,10 to 19 employees,Yearly,Windows,A few times per month or weekly,No,NA,25-34 years old,Man,No,80000
I am a developer by profession,Employed full-time,United States of America,Oregon,18 - 24 years,10,8,100 to 499 employees,Yearly,Linux-based,Multiple times per day,No,NA,25-34 years old,Woman,No,125000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,9,2,100 to 499 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,77000
I am a developer by profession,Employed full-time,United States of America,Missouri,5 - 10 years,17,13,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,152500
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,7,6,20 to 99 employees,Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,180000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,18 - 24 years,9,Less than 1 year,"1,000 to 4,999 employees",Monthly,Windows Subsystem for Linux (WSL),A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,Virginia,18 - 24 years,6,3,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,NA,85000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,45,39,10 to 19 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,55-64 years old,Man,No,132000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Utah,5 - 10 years,19,17,"1,000 to 4,999 employees",Yearly,Windows Subsystem for Linux (WSL),A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,80000
I am a developer by profession,Employed full-time,United States of America,Utah,11 - 17 years,12,4,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,82000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,21,15,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,291000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,California,5 - 10 years,20,16,"10,000 or more employees",Yearly,MacOS,Multiple times per day,Yes,A few times per week,35-44 years old,Man,No,600000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,15,1,"5,000 to 9,999 employees",Yearly,Windows,A few times per month or weekly,No,NA,18-24 years old,Man,No,90000
I am a developer by profession,Employed full-time,United States of America,Rhode Island,5 - 10 years,22,20,"10,000 or more employees",Monthly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,1176000
I am a developer by profession,Employed full-time,United States of America,NA,11 - 17 years,8,1,"10,000 or more employees",Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,160000
I am a developer by profession,Employed full-time,United States of America,Maryland,11 - 17 years,20,10,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,102000
I am a developer by profession,Employed full-time,United States of America,Maryland,11 - 17 years,4,3,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Woman,No,145000
I am a developer by profession,Employed full-time,United States of America,Michigan,11 - 17 years,17,10,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,100000
I am a developer by profession,Employed full-time,United States of America,Ohio,11 - 17 years,20,10,"5,000 to 9,999 employees",Yearly,MacOS,A few times per month or weekly,Not sure/can't remember,NA,35-44 years old,Man,No,192500
I am a developer by profession,Employed full-time,United States of America,Minnesota,11 - 17 years,19,15,"10,000 or more employees",Yearly,MacOS,A few times per week,No,NA,35-44 years old,"Non-binary, genderqueer, or gender non-conforming",No,200000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,11 - 17 years,26,20,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,No,NA,35-44 years old,Man,No,185000
I am a developer by profession,Employed full-time,United States of America,New Jersey,11 - 17 years,9,3,500 to 999 employees,Yearly,MacOS,Multiple times per day,No,NA,25-34 years old,Man,No,85000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Pennsylvania,18 - 24 years,35,30,100 to 499 employees,Yearly,Linux-based,A few times per month or weekly,Not sure/can't remember,NA,55-64 years old,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,North Carolina,25 - 34 years,27,24,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,45-54 years old,Man,No,140000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,11 - 17 years,5,4,100 to 499 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,150000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,New Jersey,11 - 17 years,48,NA,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,Multiple times per day,65 years or older,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,New Jersey,11 - 17 years,18,15,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,A few times per week,35-44 years old,Man,No,170000
I am a developer by profession,Employed full-time,United States of America,Illinois,5 - 10 years,6,6,"1,000 to 4,999 employees",Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,300000
