MainBranch,Employment,Country,US_State,Age1stCode,YearsCode,YearsCodePro,OrgSize,CompFreq,OpSys,SOVisitFreq,SOAccount,SOPartFreq,Age,Gender,Trans,ConvertedCompYearly
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,3,Less than 1 year,10 to 19 employees,Monthly,Linux-based,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,12144
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,12,8,"5,000 to 9,999 employees",Monthly,Windows,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,72900
I am a developer by profession,Employed full-time,Belgium,NA,11 - 17 years,8,2,20 to 99 employees,Monthly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,31128
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,5 - 10 years,15,3,"1,000 to 4,999 employees",Monthly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,75132
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,7,3,10 to 19 employees,Monthly,Windows,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,12972
I am a developer by profession,Employed full-time,Sweden,NA,5 - 10 years,40,27,2 to 9 employees,Monthly,Windows,A few times per week,Yes,A few times per month or weekly,45-54 years old,Man,No,58908
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,9,7,500 to 999 employees,Monthly,Windows Subsystem for Linux (WSL),A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,583728
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,18,9,"10,000 or more employees",Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,59454
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,24,15,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,86478
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,20,7,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,55582
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,24,15,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,129259
I am a developer by profession,Employed full-time,Sweden,NA,18 - 24 years,6,3,20 to 99 employees,Monthly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,49092
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Italy,NA,11 - 17 years,10,6,"1,000 to 4,999 employees",Monthly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,25944
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,France,NA,11 - 17 years,22,21,100 to 499 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,60188
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,30,30,100 to 499 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,129259
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,7,Less than 1 year,20 to 99 employees,Yearly,Windows,A few times per week,No,NA,18-24 years old,Man,"Or, in your own words:",32315
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,10,8,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,49119
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,14,8,10 to 19 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,70264
I am a developer by profession,Employed full-time,Switzerland,NA,18 - 24 years,8,4,20 to 99 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,101649
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,6,3,"5,000 to 9,999 employees",Monthly,Linux-based,Multiple times per day,Yes,A few times per week,25-34 years old,Man,No,37968
I am a developer by profession,Employed full-time,Portugal,NA,11 - 17 years,18,8,"5,000 to 9,999 employees",Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,36753
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,10,3,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,No,NA,25-34 years old,Man,No,86478
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,8,5,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,A few times per week,25-34 years old,Man,No,71093
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,18,14,20 to 99 employees,Monthly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,155664
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,34,24,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,162147
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Spain,NA,18 - 24 years,5,2,"10,000 or more employees",Yearly,Windows Subsystem for Linux (WSL),Daily or almost daily,No,NA,18-24 years old,Man,No,27025
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,35,22,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,No,NA,45-54 years old,Man,No,91883
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Spain,NA,55 - 64 years,40,30,"1,000 to 4,999 employees",Monthly,Linux-based,A few times per week,Yes,Less than once per month or monthly,55-64 years old,Man,No,38916
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,9,Less than 1 year,100 to 499 employees,Yearly,Windows,Multiple times per day,No,NA,18-24 years old,Man,No,56874
I am a developer by profession,Employed full-time,Norway,NA,18 - 24 years,16,8,10 to 19 employees,Yearly,Windows,Daily or almost daily,Not sure/can't remember,NA,35-44 years old,Man,No,107895
I am a developer by profession,Employed full-time,Switzerland,NA,5 - 10 years,40,29,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,45-54 years old,Man,No,203298
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,35,35,"10,000 or more employees",Monthly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Man,No,778308
I am a developer by profession,Employed full-time,Austria,NA,11 - 17 years,12,4,10 to 19 employees,Yearly,Linux-based,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,28430
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,27,21,100 to 499 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Woman,No,155111
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,More than 50 years,More than 50 years,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,65 years or older,Man,No,100000
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,2,2,100 to 499 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,41363
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,20,14,"1,000 to 4,999 employees",Monthly,Windows,A few times per week,Yes,A few times per week,45-54 years old,Man,No,1556616
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,10,5,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,36753
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,21,19,10 to 19 employees,Monthly,Linux-based,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,18156
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,35,25,10 to 19 employees,Monthly,MacOS,A few times per week,Yes,A few times per month or weekly,45-54 years old,Man,No,86472
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,14,11,20 to 99 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,48644
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Switzerland,NA,18 - 24 years,5,5,100 to 499 employees,Yearly,Windows,A few times per week,No,NA,25-34 years old,Man,No,87418
I am a developer by profession,Employed full-time,Switzerland,NA,11 - 17 years,15,5,500 to 999 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,79286
I am a developer by profession,Employed full-time,Switzerland,NA,11 - 17 years,20,10,100 to 499 employees,Yearly,Windows Subsystem for Linux (WSL),A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,96566
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,19,14,20 to 99 employees,Yearly,MacOS,Less than once per month or monthly,Yes,Less than once per month or monthly,35-44 years old,Man,No,155111
I am a developer by profession,Employed full-time,Belgium,NA,11 - 17 years,12,9,100 to 499 employees,Monthly,Windows,Multiple times per day,Not sure/can't remember,NA,25-34 years old,Man,No,32424
I am a developer by profession,Employed full-time,Finland,NA,25 - 34 years,15,10,20 to 99 employees,Monthly,Linux-based,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,81720
I am a developer by profession,Employed full-time,France,NA,18 - 24 years,6,4,20 to 99 employees,Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,37834
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,20,17,100 to 499 employees,Yearly,Windows,A few times per month or weekly,Yes,A few times per month or weekly,35-44 years old,Man,No,81074
I am a developer by profession,Employed full-time,Switzerland,NA,5 - 10 years,24,21,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,152473
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,13,10,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,60752
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,10,8,2 to 9 employees,Yearly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,70264
I am a developer by profession,Employed full-time,Germany,NA,5 - 10 years,35,21,100 to 499 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,45-54 years old,Man,No,70264
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Poland,NA,11 - 17 years,37,25,"5,000 to 9,999 employees",Monthly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,45-54 years old,Man,No,60744
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,7,2,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,38778
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,2,2,I don’t know,Yearly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,28105
I am a developer by profession,Employed full-time,Sweden,NA,11 - 17 years,20,15,"10,000 or more employees",Monthly,MacOS,Daily or almost daily,Not sure/can't remember,NA,35-44 years old,Man,No,82236
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,11,5,20 to 99 employees,Yearly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,51704
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,11,5,20 to 99 employees,Monthly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,45396
I am a developer by profession,Employed full-time,Germany,NA,5 - 10 years,14,6,"5,000 to 9,999 employees",Monthly,Windows,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,19452
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Portugal,NA,11 - 17 years,20,10,100 to 499 employees,Monthly,Linux-based,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,22056
I am a developer by profession,Employed full-time,Finland,NA,11 - 17 years,6,4,100 to 499 employees,Yearly,Linux-based,Less than once per month or monthly,No,NA,25-34 years old,Man,No,67561
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,16,16,20 to 99 employees,Monthly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,57072
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,15,7,500 to 999 employees,Yearly,Linux-based,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,102115
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,11,9,100 to 499 employees,Monthly,MacOS,A few times per month or weekly,Not sure/can't remember,NA,25-34 years old,Man,No,53160
I am a developer by profession,Employed full-time,Portugal,NA,11 - 17 years,17,5,20 to 99 employees,Monthly,MacOS,A few times per month or weekly,No,NA,25-34 years old,Man,No,19452
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,20,8,500 to 999 employees,Monthly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,1395996
I am a developer by profession,Employed full-time,Finland,NA,5 - 10 years,35,20,10 to 19 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,70264
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,25,15,100 to 499 employees,Yearly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,96945
I am a developer by profession,Employed full-time,Sweden,NA,5 - 10 years,27,5,100 to 499 employees,Yearly,Windows,A few times per week,No,NA,35-44 years old,Man,No,49604
I am a developer by profession,Employed full-time,Denmark,NA,11 - 17 years,10,8,100 to 499 employees,Monthly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,88572
I am a developer by profession,Employed full-time,Spain,NA,5 - 10 years,36,27,20 to 99 employees,Monthly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,45-54 years old,Man,No,350232
I am a developer by profession,Employed full-time,Belgium,NA,11 - 17 years,12,8,20 to 99 employees,Monthly,Windows,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,40212
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,10,7,10 to 19 employees,Yearly,MacOS,Less than once per month or monthly,Not sure/can't remember,NA,25-34 years old,Man,No,103408
I am a developer by profession,Employed full-time,Norway,NA,5 - 10 years,21,11,100 to 499 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,110053
I am a developer by profession,Employed full-time,Portugal,NA,18 - 24 years,11,6,20 to 99 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,55833
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,25,10,100 to 499 employees,Monthly,MacOS,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,51888
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,11,7,100 to 499 employees,Monthly,Linux-based,Daily or almost daily,Yes,A few times per week,25-34 years old,Man,No,754956
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,6,2,20 to 99 employees,Monthly,MacOS,A few times per week,Yes,A few times per month or weekly,18-24 years old,Man,No,48600
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,22,3,500 to 999 employees,Monthly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,1102596
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,26,20,100 to 499 employees,Yearly,Linux-based,A few times per week,No,NA,35-44 years old,Man,No,91883
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,25,18,20 to 99 employees,Yearly,Linux-based,Less than once per month or monthly,Yes,Less than once per month or monthly,35-44 years old,Man,No,155111
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Italy,NA,18 - 24 years,35,30,500 to 999 employees,Monthly,Windows,A few times per month or weekly,No,NA,55-64 years old,Man,No,23352
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,38,35,20 to 99 employees,Yearly,MacOS,A few times per week,No,NA,45-54 years old,Man,No,432392
I am a developer by profession,Employed full-time,Finland,NA,18 - 24 years,9,7,100 to 499 employees,Monthly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Woman,No,58368
I am a developer by profession,Employed full-time,France,NA,25 - 34 years,3,2,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,Daily or almost daily,35-44 years old,Man,No,41077
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,7,1,"10,000 or more employees",Yearly,MacOS,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,58167
I am a developer by profession,Employed full-time,Poland,NA,5 - 10 years,12,4,"5,000 to 9,999 employees",Monthly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,36444
I am a developer by profession,Employed full-time,Germany,NA,5 - 10 years,21,8,100 to 499 employees,Monthly,Linux-based,A few times per month or weekly,No,NA,35-44 years old,Man,No,46704
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,11,6,100 to 499 employees,Yearly,MacOS,Daily or almost daily,Yes,A few times per week,25-34 years old,Man,No,34591
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,35,22,I don’t know,Yearly,Other (please specify):,Daily or almost daily,Yes,A few times per month or weekly,45-54 years old,Man,No,100822
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,10,4,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,55130
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,11 - 17 years,15,10,10 to 19 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,91883
I am a developer by profession,Employed full-time,Ireland,NA,11 - 17 years,20,15,"5,000 to 9,999 employees",Monthly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,NA,1037736
I am a developer by profession,Employed full-time,Spain,NA,18 - 24 years,6,Less than 1 year,20 to 99 employees,Yearly,Linux-based,Multiple times per day,Not sure/can't remember,NA,18-24 years old,Man,No,14053
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,30,21,10 to 19 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,155111
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,15,6,"10,000 or more employees",Yearly,Windows Subsystem for Linux (WSL),Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,91883
I am a developer by profession,Employed full-time,France,NA,5 - 10 years,28,14,100 to 499 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,77831
I am a developer by profession,Employed full-time,Iceland,NA,11 - 17 years,12,8,2 to 9 employees,Monthly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,60396
I am a developer by profession,Employed full-time,Austria,NA,11 - 17 years,15,5,2 to 9 employees,Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,"Non-binary, genderqueer, or gender non-conforming",Prefer not to say,64859
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,19,9,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,155111
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,15,5,500 to 999 employees,Yearly,Windows Subsystem for Linux (WSL),Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,64859
I am a developer by profession,Employed full-time,Ireland,NA,Younger than 5 years,5,3,20 to 99 employees,Monthly,Linux-based,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,648588
I am a developer by profession,Employed full-time,Germany,NA,25 - 34 years,12,10,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,81074
I am a developer by profession,Employed full-time,Italy,NA,18 - 24 years,20,10,100 to 499 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,34591
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,18,13,"5,000 to 9,999 employees",Yearly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,67215
I am a developer by profession,Employed full-time,France,NA,18 - 24 years,6,1,500 to 999 employees,Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,44320
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,12,3,100 to 499 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,Prefer not to say,31022
I am a developer by profession,Employed full-time,Sweden,NA,5 - 10 years,8,1,"5,000 to 9,999 employees",Monthly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,55224
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,6,3,"1,000 to 4,999 employees",Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,18-24 years old,Man,No,77556
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,19,15,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,82080
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,15,10,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,54049
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,12,7,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,A few times per week,25-34 years old,Man,No,64859
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Belgium,NA,11 - 17 years,3,2,500 to 999 employees,Monthly,MacOS,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,32424
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,15,12,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,60783
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Ireland,NA,18 - 24 years,More than 50 years,36,"10,000 or more employees",Yearly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,55-64 years old,Man,No,94045
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,6,3,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,56705
I am a developer by profession,Employed full-time,Ireland,NA,5 - 10 years,30,14,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,118908
I am a developer by profession,Employed full-time,Portugal,NA,18 - 24 years,7,2,2 to 9 employees,Monthly,Windows Subsystem for Linux (WSL),Daily or almost daily,No,NA,25-34 years old,Man,No,15564
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,19,15,20 to 99 employees,Yearly,Linux-based,A few times per month or weekly,Not sure/can't remember,NA,35-44 years old,Man,No,105346
I am a developer by profession,Employed full-time,Austria,NA,5 - 10 years,20,20,2 to 9 employees,Yearly,MacOS,Less than once per month or monthly,No,NA,35-44 years old,Man,No,86853
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,37,26,100 to 499 employees,Monthly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Man,Prefer not to say,129720
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,2,1,20 to 99 employees,Monthly,Linux-based,Daily or almost daily,No,NA,18-24 years old,Man,No,13260
I am a developer by profession,Employed full-time,Sweden,NA,5 - 10 years,25,15,100 to 499 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,56252
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,9,9,"1,000 to 4,999 employees",Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,49119
I am a developer by profession,Employed full-time,Denmark,NA,11 - 17 years,25,14,20 to 99 employees,Monthly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,86844
I am a developer by profession,Employed full-time,Poland,NA,18 - 24 years,5,3,100 to 499 employees,Monthly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,21864
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,15,10,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,No,NA,25-34 years old,Man,No,46533
I am a developer by profession,Employed full-time,Portugal,NA,11 - 17 years,10,5,"5,000 to 9,999 employees",Monthly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Woman,No,16860
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,20,12,100 to 499 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,129259
I am a developer by profession,Employed full-time,Austria,NA,11 - 17 years,12,5,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,No,NA,25-34 years old,Man,No,60535
I am a developer by profession,Employed full-time,Sweden,NA,11 - 17 years,18,10,10 to 19 employees,Monthly,Linux-based,A few times per week,No,NA,35-44 years old,Man,Prefer not to say,883668
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,7,2,"5,000 to 9,999 employees",Monthly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Woman,No,21264
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,40,26,100 to 499 employees,Monthly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,55-64 years old,Man,No,1141512
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,14,12,2 to 9 employees,Yearly,MacOS,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,77831
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,17,13,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,64859
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,7,4,"1,000 to 4,999 employees",Yearly,MacOS,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,116333
I am a developer by profession,Employed full-time,Sweden,NA,11 - 17 years,21,13,500 to 999 employees,Yearly,Linux-based,Daily or almost daily,No,NA,35-44 years old,Man,No,56866
I am a developer by profession,Employed full-time,Belgium,NA,11 - 17 years,10,2,"1,000 to 4,999 employees",Monthly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,45396
