ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
123,I am a developer by profession,Employed full-time,Bangladesh,NA,NA,Some college/university study without earning a degree,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Colleague",6,4,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator",20 to 99 employees,BDT	Bangladeshi taka,100000,Monthly,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python,Go;Kotlin;Node.js;R;Ruby;TypeScript,Firebase;MongoDB;MySQL;Redis;SQLite,MariaDB;PostgreSQL,AWS;DigitalOcean;Heroku,Google Cloud Platform;Microsoft Azure,jQuery;Laravel;React.js;Symfony;Vue.js,Django;Express;FastAPI;Gatsby;Ruby on Rails,Flutter,React Native;TensorFlow,Git;Kubernetes;Xamarin;Yarn,Docker,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;PHPStorm;PyCharm;Sublime Text;Vim;Visual Studio Code,Xcode,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",Yes,18-24 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,14124
124,I am a developer by profession,Employed full-time,Austria,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,Other (please specify):,12,8,"Developer, QA or test;Developer, embedded applications or devices",500 to 999 employees,EUR European Euro,4600,Monthly,Python,Haskell;Rust;TypeScript,NA,NA,NA,NA,NA,NA,NA,NA,Ansible;Docker;Git,Ansible;Docker;Git,Emacs,Emacs,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later;Panic,Stack Overflow,Daily or almost daily,Yes,A few times per week,Neutral,No,25-34 years old,Man,No,NA,NA,NA,NA,Appropriate in length,Easy,59676
125,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Israel,NA,NA,Some college/university study without earning a degree,35 - 44 years,Online Courses or Certification;Other (please specify):,6,5,"DevOps specialist;Engineer, site reliability;System administrator",100 to 499 employees,ILS	Israeli new shekel,29100,Monthly,Bash/Shell;Python,Bash/Shell;Go,MySQL,MariaDB;MySQL,AWS,AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure,NA,NA,NumPy,NumPy,Docker;Git;Puppet,Ansible;Chef;Docker;Git;Kubernetes;Pulumi;Puppet;Terraform,PyCharm;Vim,Vim,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,"Or, in your own words:",None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Too short,Easy,101916
126,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Viet Nam,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,School,17,8,"Developer, mobile","Just me - I am a freelancer, sole proprietor, etc.",USD	United States dollar,21000,Yearly,Kotlin;Objective-C;SQL;Swift,Kotlin;SQL;Swift,NA,NA,AWS;Google Cloud Platform,AWS,NA,NA,NA,NA,Git,Git,Android Studio;IntelliJ;Sublime Text;Xcode,Android Studio;IntelliJ;Sublime Text;Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,21000
127,"I am not primarily a developer, but I write code sometimes as part of my work","Student, full-time",Netherlands,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Online Courses or Certification,4,NA,NA,NA,NA,NA,NA,JavaScript;Node.js;PHP;PowerShell;Python;SQL,PHP;PowerShell;Python;SQL,MongoDB;MySQL;SQLite,MySQL,Microsoft Azure,Microsoft Azure,Django;Express;jQuery;Laravel;React.js,Express;Laravel,NA,NA,Ansible;Docker;Git;Kubernetes,Ansible;Docker;Git;Kubernetes;Puppet,Atom;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
128,"I am not primarily a developer, but I write code sometimes as part of my work","Student, full-time",United States of America,New York,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member",5,NA,NA,NA,NA,NA,NA,C;Dart;JavaScript,C;Dart,Firebase,Firebase,Google Cloud Platform,Google Cloud Platform,NA,NA,Flutter,Flutter,NA,NA,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent;East Asian;Biracial,None of the above,None of the above,Appropriate in length,Easy,NA
129,I am a developer by profession,Employed full-time,United States of America,Illinois,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,7,1,"Developer, full-stack","1,000 to 4,999 employees",USD	United States dollar,54000,Yearly,Bash/Shell;C#;HTML/CSS;JavaScript;TypeScript,HTML/CSS;Java;JavaScript;Python,Microsoft SQL Server,DynamoDB;Microsoft SQL Server;PostgreSQL,AWS,AWS;Google Cloud Platform;Microsoft Azure,ASP.NET;Vue.js,React.js;Vue.js,.NET Framework,NA,Git,Docker;Kubernetes,Eclipse;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,54000
130,I am a developer by profession,"Independent contractor, freelancer, or self-employed",United States of America,Arkansas,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,Friend or family member;Other (please specify):,27,16,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end","Just me - I am a freelancer, sole proprietor, etc.",USD	United States dollar,4000,Weekly,C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL,C#;F#;HTML/CSS;PowerShell;R;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;SQLite,Microsoft SQL Server;PostgreSQL;SQLite,Microsoft Azure,NA,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Vue.js,ASP.NET;ASP.NET Core ;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git,NA,Notepad++;PHPStorm;Visual Studio;Visual Studio Code,Notepad++;Visual Studio,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"No, not really",No,35-44 years old,Man,No,NA,White or of European descent,None of the above,I have autism / an autism spectrum disorder (e.g. Asperger's),Appropriate in length,Easy,200000
131,I am a developer by profession,Employed full-time,Netherlands,NA,NA,"Associate degree (A.A., A.S., etc.)",5 - 10 years,School;Other (please specify):,17,5,"Developer, full-stack;System administrator",20 to 99 employees,EUR European Euro,2800,Monthly,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python,Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python,Elasticsearch;MySQL;SQLite,Elasticsearch;MySQL;SQLite,AWS;DigitalOcean,AWS;DigitalOcean,Angular;jQuery;Laravel;React.js;Symfony,Angular;jQuery;React.js;Symfony;Vue.js,React Native,.NET Framework;React Native,Docker;Git;Kubernetes;Puppet;Unity 3D,Docker;Git;Kubernetes;Puppet;Unity 3D,Android Studio;Eclipse;Notepad++;Sublime Text;Visual Studio Code,Eclipse;Sublime Text;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,36324
132,I am a developer by profession,Employed full-time,Germany,NA,NA,Something else,25 - 34 years,Other (please specify):,6,3,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",20 to 99 employees,EUR European Euro,46000,Monthly,C#;PowerShell;SQL,C#;Objective-C;PowerShell;SQL;Swift,NA,NA,NA,NA,NA,NA,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,NA,NA,Notepad++;Visual Studio,Notepad++;Rider;Visual Studio;Visual Studio Code;Xcode,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,596700
133,"I used to be a developer by profession, but no longer am",Employed full-time,Italy,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,Other (please specify):,15,20,"Developer, embedded applications or devices",NA,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Git,NA,Eclipse,NA,Windows,Call a coworker or friend;Visit Stack Overflow,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Neither easy nor difficult,NA
134,I code primarily as a hobby,"Student, full-time",United States of America,Maryland,NA,Primary/elementary school,5 - 10 years,Friend or family member,3,NA,NA,NA,NA,NA,NA,APL;C;HTML/CSS;JavaScript;LISP,APL;Clojure;Haskell;JavaScript;LISP;R;Ruby,NA,NA,NA,NA,NA,NA,NA,NA,Git,Git,Neovim;Vim;Visual Studio Code,Neovim;Vim,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Under 18 years old,Man,No,NA,White or of European descent,None of the above,Prefer not to say,Appropriate in length,Easy,NA
135,I am a developer by profession,Employed full-time,Canada,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Colleague,14,NA,"Developer, full-stack",20 to 99 employees,CAD	Canadian dollar,140000,Yearly,Go;JavaScript;Node.js,Go;JavaScript;Node.js,DynamoDB;Firebase;MySQL;PostgreSQL;Redis,Elasticsearch;MySQL;PostgreSQL;Redis,AWS,AWS,React.js,React.js,NA,NA,Docker;Git;Yarn,Docker;Git;Kubernetes;Yarn,Visual Studio Code,Visual Studio Code,MacOS,Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,I have an anxiety disorder,Appropriate in length,Easy,105884
136,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Slovakia,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Colleague",9,4,"Developer, front-end;Developer, full-stack;Developer, back-end;Student;Developer, QA or test;System administrator",20 to 99 employees,EUR European Euro,NA,Monthly,Bash/Shell;C;HTML/CSS;Java;JavaScript;Node.js;TypeScript,Dart;Go;Perl,MySQL;SQLite,Elasticsearch,NA,NA,Express;Flask;Laravel;React.js;Vue.js,NA,NA,NA,Deno;Docker;Puppet,NA,Android Studio;Vim;Visual Studio Code,NA,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",Yes,25-34 years old,Man,NA,NA,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,NA
137,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",1,3,"DevOps specialist;Engineer, site reliability",10 to 19 employees,GBP	Pound sterling,30000,Yearly,C#;Java;JavaScript;Python;SQL,Go;Python;SQL;TypeScript,Elasticsearch;MongoDB;MySQL;PostgreSQL;SQLite,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL,AWS;Microsoft Azure,AWS;Microsoft Azure,ASP.NET;ASP.NET Core ;Django,Django,.NET Framework;.NET Core / .NET 5,Pandas;TensorFlow;Torch/PyTorch,Ansible;Chef;Docker;Terraform;Unity 3D,Ansible;Docker;Kubernetes;Terraform;Unity 3D,NA,NA,MacOS,Visit Stack Overflow;Google it;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,"Or, in your own words:",None of the above,I have an anxiety disorder,Too long,Easy,38778
138,I am a developer by profession,Employed full-time,Canada,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35 - 44 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Other (please specify):",NA,5,Data or business analyst,"10,000 or more employees",CAD	Canadian dollar,84000,Yearly,HTML/CSS;JavaScript;R;SQL,HTML/CSS;JavaScript;Python;R;Scala;SQL,Microsoft SQL Server,Microsoft SQL Server,NA,NA,NA,NA,NA,NA,NA,NA,Notepad++;RStudio;Visual Studio Code,Notepad++;RStudio;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",Yes,35-44 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,63530
139,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Poland,NA,NA,Some college/university study without earning a degree,18 - 24 years,Online Forum,5,3,"Developer, front-end;Developer, full-stack;Engineer, data;Developer, back-end;Developer, embedded applications or devices;Designer",2 to 9 employees,PLN	Polish zloty,16000,Monthly,Go;JavaScript;Python;SQL;TypeScript;VBA,JavaScript;Python;SQL;TypeScript;VBA,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,AWS;Google Cloud Platform;Microsoft Azure,AWS,Django;FastAPI;Flask;Gatsby;jQuery;React.js,Django;FastAPI;React.js,NumPy;Pandas;Qt,NA,Ansible;Docker;Git;Yarn,Ansible;Docker;Git;Yarn,PyCharm,PyCharm,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent;Middle Eastern,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,48600
140,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Netherlands,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member",30,25,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;DevOps specialist;Engineering manager;Product manager",2 to 9 employees,EUR European Euro,55000,Yearly,C#;Delphi;JavaScript;Node.js;TypeScript,NA,Microsoft SQL Server,NA,Microsoft Azure,NA,Angular;ASP.NET Core ,NA,.NET Framework;.NET Core / .NET 5,NA,Git,Docker,Visual Studio;Visual Studio Code,NA,Windows,Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,35-44 years old,Man,No,NA,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,59454
141,I code primarily as a hobby,I prefer not to say,Turkey,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",6,NA,NA,NA,NA,NA,NA,Assembly;Bash/Shell;C;HTML/CSS;Java;JavaScript;Perl;Python,Assembly;Bash/Shell;C;C++;Haskell;HTML/CSS;Java;JavaScript;Perl;Python;Ruby,MariaDB;MySQL;SQLite,MariaDB;MySQL;PostgreSQL;Redis;SQLite,Google Cloud Platform;Heroku,AWS;Heroku,Flask;jQuery;Ruby on Rails;Spring,NA,NA,NA,Docker;Git,Docker;Git,Android Studio;Eclipse;Emacs;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;Visual Studio,Emacs;IPython/Jupyter,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Meditate;Play games,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Not sure,No,Under 18 years old,Man,No,Straight / Heterosexual,White or of European descent;Middle Eastern,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,NA
142,I am a developer by profession,Employed full-time,"Iran, Islamic Republic of...",NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Colleague,5,2,"Developer, back-end;Developer, game or graphics",20 to 99 employees,IRR	Iranian rial,NA,NA,C;C++;Python;SQL,JavaScript;Rust,PostgreSQL;SQLite,MongoDB;Redis,NA,NA,NA,NA,Qt,NA,Git,Docker;Kubernetes,Sublime Text;Visual Studio Code,NA,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,NA
143,I am a developer by profession,Employed full-time,Romania,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Other (please specify):,4,2,"Developer, mobile",20 to 99 employees,RON	Romanian leu,5400,Monthly,JavaScript;Swift;TypeScript,Dart;Kotlin;Objective-C,Firebase;PostgreSQL,NA,Google Cloud Platform,AWS,React.js,NA,NumPy;React Native,Flutter,Git,Docker;Yarn,Android Studio;Visual Studio Code;Webstorm;Xcode,Emacs;Vim,MacOS,Visit Stack Overflow;Do other work and come back later,Stack Overflow,Multiple times per day,Yes,Daily or almost daily,"Yes, somewhat",No,18-24 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,14652
144,I am a developer by profession,Employed full-time,United States of America,Maryland,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,38,34,"Developer, back-end",20 to 99 employees,USD	United States dollar,200000,Yearly,C#;F#;SQL,C#;F#;SQL,Microsoft SQL Server,Microsoft SQL Server,NA,NA,NA,NA,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git,Git,Visual Studio,Visual Studio,Windows,Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",Yes,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,200000
145,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum",4,3,"Developer, back-end",100 to 499 employees,GBP	Pound sterling,NA,NA,Bash/Shell;Dart;Go;HTML/CSS;JavaScript;Python;Swift,Rust,Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,DynamoDB,AWS;DigitalOcean,NA,Django;jQuery,NA,Flutter,NA,Ansible;Docker;Git;Kubernetes;Terraform,NA,Android Studio;IntelliJ;PyCharm;Xcode,NA,MacOS,Visit Stack Overflow;Google it,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
146,I am a developer by profession,Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member",27,11,"Developer, back-end;DevOps specialist;Engineering manager",100 to 499 employees,EUR European Euro,90000,Yearly,Bash/Shell;C;Dart;Go;HTML/CSS;JavaScript;Node.js;PHP;Python;TypeScript,Go;Kotlin;Node.js;Rust;TypeScript,DynamoDB;Elasticsearch;MongoDB;MySQL;Redis;SQLite,MongoDB;Redis,AWS,NA,React.js,React.js,Flutter;React Native;TensorFlow,Apache Spark;Flutter;TensorFlow;Torch/PyTorch,Docker;Git;Kubernetes;Yarn,Git;Kubernetes,PHPStorm;PyCharm;Visual Studio Code,PHPStorm;Visual Studio Code,MacOS,Call a coworker or friend;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,Man,No,Prefer not to say,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,97288
147,I am a developer by profession,Employed full-time,Russian Federation,NA,NA,"Professional degree (JD, MD, etc.)",11 - 17 years,School,15,5,"Developer, mobile","10,000 or more employees",RUB	Russian ruble,4800000,Yearly,C++;Java;Kotlin;Objective-C;Swift,Kotlin;Swift,SQLite,NA,NA,NA,NA,NA,NA,NA,NA,NA,Android Studio;IntelliJ;Sublime Text;Xcode,Android Studio;IntelliJ;Sublime Text;Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,75492
148,I am a student who is learning to code,"Student, full-time",United Kingdom of Great Britain and Northern Ireland,NA,England,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,Online Courses or Certification;Other (please specify):,7,NA,NA,NA,NA,NA,NA,C++;Python,C++;Go;Python,NA,NA,Google Cloud Platform,NA,NA,NA,Keras;NumPy;TensorFlow,Keras;NumPy;TensorFlow,Git,Git;Unity 3D,Visual Studio Code,NA,Windows,Visit Stack Overflow;Google it;Play games;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,18-24 years old,Man,No,Prefer to self-describe:,White or of European descent,NA,NA,Appropriate in length,Easy,NA
149,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed",Sri Lanka,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);Online Forum",2,2,Database administrator;Data or business analyst,"Just me - I am a freelancer, sole proprietor, etc.",USD	United States dollar,3000,Monthly,SQL,JavaScript;Python,SQLite,PostgreSQL,Google Cloud Platform,NA,jQuery,NA,NA,NA,Git,Docker,Notepad++;RStudio;Visual Studio Code,NA,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,Appropriate in length,Easy,36000
150,I am a student who is learning to code,"Independent contractor, freelancer, or self-employed",India,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",7,NA,"Developer, desktop or enterprise applications;Developer, back-end",NA,NA,NA,NA,HTML/CSS;Java;JavaScript;Node.js;Rust,Java;Node.js;Rust,Firebase;MySQL,Firebase,Heroku,Heroku,React.js,React.js,NA,NA,Git;Unity 3D,Git,IntelliJ;Visual Studio;Visual Studio Code,IntelliJ;Visual Studio Code,Windows,Google it;Other (please specify):,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,NA,Man,No,Straight / Heterosexual,Southeast Asian;South Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,NA
151,I am a developer by profession,Employed full-time,France,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",7,5,"Developer, full-stack;Developer, back-end",2 to 9 employees,EUR European Euro,46000,Yearly,JavaScript;Node.js;PHP;TypeScript,Dart;Elixir;Haskell;JavaScript;Node.js;Rust;TypeScript,MariaDB;MongoDB;MySQL,Elasticsearch;MongoDB,NA,NA,Angular;Express;Laravel,Express;Laravel;React.js;Svelte,NA,NA,Docker;Git,Docker;Git,Emacs,Emacs,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",No,18-24 years old,Man,No,Bisexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,49725
152,I am a developer by profession,Employed full-time,Israel,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Online Courses or Certification;Colleague",NA,NA,"Other (please specify):;Developer, QA or test",20 to 99 employees,ILS	Israeli new shekel,25000,Monthly,C#;Java;Python,Java;Python,Microsoft SQL Server,Microsoft SQL Server,AWS;Microsoft Azure,AWS;Microsoft Azure,NA,NA,NA,NA,Git,Docker;Git,IntelliJ;Notepad++;PyCharm;Visual Studio,IntelliJ;Notepad++;PyCharm,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,87552
